WDCAS03CD,WDCAS03NM
17C70,Langside
17C71,Pollokshaws
17C72,Newlands
17C73,Cathcart
17C74,Mount Florida
17C75,Toryglen
17C76,King's Park
17C77,Castlemilk
17C78,Carmunnock
17C79,Glenwood
18C01,Caithness North West
18C02,Thurso West
18C03,Thurso Central
18C04,Thurso East
18C05,Caithness Central
18C06,Caithness North East
18C07,Wick
18C08,Wick West
18C09,Pulteneytown
18C10,Caithness South East
18C11,Sutherland North West
18C12,Tongue and Farr
18C13,Sutherland Central
18C14,Golspie and Rogart
18C15,Brora
18C16,Dornoch Firth
18C17,Lochbroom
18C18,Alness and Ardross
18C19,Tain West
18C20,Tain East
18C21,Seaboard
18C22,Invergordon
18C23,Rosskeen and Saltburn
18C24,Gairloch
18C25,Lochcarron
18C26,Ferindonald
18C27,Strathpeffer and Strathconon
18C28,Dingwall South
18C29,Dingwall North
18C30,Muir of Ord
18C31,Conon and Maryburgh
18C32,Knockbain and Killearnan
18C33,Black Isle North
18C34,Avoch Fortrose
18C35,Snizort and Trotternish
18C36,Skye West
18C37,Portree
18C38,Skye Central
18C39,Kyle and Sleat
18C40,Kinlochshiel
18C41,Beauly and Strathglass
18C42,Kirkhill
18C43,Scorguie
18C44,Muirtown
18C45,Merkinch
18C46,Inverness Central
18C47,Culloden
18C48,"Ardersier, Croy and Petty"
18C49,Loch Ness West
18C50,Inverness West
18C51,Canal
18C52,Ballifeary
18C53,Lochardil
18C54,Hilton
18C55,Milton
18C56,Crown
18C57,Raigmore
18C58,Loch Ness East
18C59,Culduthel
18C60,Inshes
18C61,Drumossie
18C62,Westhill and Smithton
18C63,Balloch
18C64,Nairn Alltan
18C65,Nairn Ninian
18C66,Nairn Cawdor
18C67,Nairn Auldearn
18C68,Badenoch West
18C69,Badenoch East
18C70,Strathspey South
18C71,Strathspey North East
18C72,Grantown on Spey
18C73,Mallaig and Small Isles
18C74,Kilmallie and Invergarry
18C75,Claggan and Glen Spean
18C76,Ardnamurchan and Morvern
18C77,Caol
18C78,Fort William North
18C79,Fort William South
18C80,Glencoe
19C01,Ward 1
19C02,Ward 2
19C03,Ward 3
19C04,Ward 4
19C05,Ward 5
19C06,Ward 6
19C07,Ward 7
19C08,Ward 8
19C09,Ward 9
19C10,Ward 10
19C11,Ward 11
19C12,Ward 12
19C13,Ward 13
19C14,Ward 14
19C15,Ward 15
19C16,Ward 16
19C17,Ward 17
19C18,Ward 18
19C19,Ward 19
19C20,Ward 20
20C01,Penicuik South West
20C02,Penicuik North
20C03,Penicuik/Roslin
20C04,Penicuik South East
20C05,Bilston/Roslin
20C06,Loanhead
20C07,Poltonhall/Rosewell
20C08,Bonnyrigg North
20C09,Bonnyrigg South
20C10,Newtongrange
20C11,Arniston/Cockpen
20C12,Gorebridge South
20C13,Dalkeith/Newton
20C14,Dalkeith/Eskbank
20C15,Dalkeith/Woodburn
20C16,Newbattle/Pathhead
20C17,Easthouses/Mayfield North
20C18,Mayfield South
21C01,Elgin - Bishopmill West
21C02,Elgin - Bishopmill East
21C03,Elgin - Cathedral
21C04,Elgin - Central West
21C05,New Elgin West
21C06,New Elgin East
21C07,Forres East
21C08,Forres Central
21C09,Finderne
21C10,Forres West and Altyre
21C11,Burghsea
21C12,Heldon and Laich
21C13,Lossiemouth East
21C14,Lossiemouth West
21C15,Lhanbryde and Birnie
21C16,Innes
21C17,Lennox
21C18,Buckie West
21C19,Buckie Central
21C20,Buckie East and Findochty
21C21,Rathford
21C22,Fife - Keith and Strathisla
21C23,Keith
21C24,Rural Keith and Rothes
21C25,Speyside
21C26,Glenlivet
22C01,Irvine West
22C02,Irvine Townhead
22C03,Irvine Vineburgh and Woodlands South
22C04,Irvine North
22C05,Eglinton and Lawthorn
22C06,Dreghorn
22C07,Irvine Landward
22C08,Bourtreehill
22C09,Woodlands North and Girdle Toll
22C10,Kilwinning East
22C11,Kilwinning South
22C12,Kilwinning West
22C13,Stevenston North
22C14,Stevenston South
22C15,Beith
22C16,Dalry
22C17,Garnock East
22C18,Kilbirnie South
22C19,Kilbirnie North
22C20,Saltcoats East
22C21,South Beach
22C22,Saltcoats North
22C23,Ardrossan South
22C24,Ardrossan North
22C25,West Kilbride
22C26,Largs South and Fairlie
22C27,Largs West and Cumbrae
22C28,Largs East
22C29,Largs North and Skelmorlie
22C30,Arran
23C01,Ladywell
23C02,Calder Valley
23C03,Forgewood
23C04,North Motherwell
23C05,New Stevenston and Carfin
23C06,Craigneuk
23C07,Belhaven
23C08,Stewarton
23C09,Cambusnethan
23C10,Coltness
23C11,Watsonville
23C12,Knowetop
23C13,Muirhouse and Netherton
23C14,Pather and Gowkthrapple
23C15,Garrion
23C16,Newmains
23C17,Stane
23C18,Dykehead
23C19,Cleland
23C20,Benhar
23C21,Tannochside
23C22,Fallside
23C23,Viewpark
23C24,Bellshill North
23C25,Orbiston
23C26,Mossend West and Thorndean
23C27,Holytown
23C28,Mossend East and New Stevenston North
23C29,Newarthill
23C30,Hattonrig
23C31,Townhead
23C32,Blairpark
23C33,North Central and Glenboig
23C34,Coatbridge Central
23C35,Sikeside and Carnbroe
23C36,Bargeddie and Langloan
23C37,Kirkwood
23C38,Kirkshaws
23C39,Shawhead
23C40,Old Monkland
23C41,Whinhall
23C42,Academy
23C43,Airdrie Central
23C44,Clarkston
23C45,New Monkland West
23C46,Plains and Caldercruix
23C47,North Cairnhill and Coatdyke
23C48,South East Cairnhill and Gartlea
23C49,Craigneuk and Petersburn
23C50,Calderbank
23C51,Chapelhall
23C52,Salsburgh
23C53,Kildrum and Park
23C54,Seafar and The Village
23C55,Balloch East and Ravenswood
23C56,"Balloch West, Blackwood East and Craigmarloch"
23C57,"Westerwood, Carrickstone and Dullatur"
23C58,Abronhill South
23C59,Abronhill Central and North
23C60,Carbrain East
23C61,Carbrain West and Greenfaulds
23C62,Condorrat Central
23C63,Condorrat North and Westfield
23C64,"Croy, Kilsyth South and Smithstone"
23C65,Queenzieburn and Kilsyth West
23C66,Banton and Kilsyth East
23C67,Moodiesburn East and Blackwood West
23C68,Moodiesburn West and Gartcosh
23C69,Chryston and Auchinloch
23C70,Stepps
24C01,Pickaquoy
24C02,Berstane and Work
24C03,Warrenfield
24C04,Lynnfield
24C05,Brandyquoy
24C06,Papdale
24C07,Scapa and Kirkwall South West
24C08,Shapinsay and Kirkwall Harbour
24C09,Stromness North
24C10,"Stromness South, Graemsay and North Hoy"
24C11,"Orphir, Walls and Flotta"
24C12,Firth and Sunnybrae
24C13,Harray and Stenness
24C14,"Evie, Rendall, Rousay, Egilsay and Wyre"
24C15,Birsay and Dounby
24C16,Sandwick and Stromness Landward
24C17,St Andrew's Deerness and Wideford
24C18,Holm and Burray
24C19,South Ronaldsay
24C20,"Sanday, North Ronaldsay and Stronsay"
24C21,"Papa Westray, Westray and Eday"
25C01,Rannoch and Atholl
25C02,Pitlochry
25C03,Rattray and Glenshee
25C04,Alyth and Old Rattray
25C05,Coupar Angus and Meigle
25C06,Rosemount
25C07,Blairgowrie
25C08,Kinclaven and Clunie
25C09,Strathtay and Dunkeld
25C10,Breadalbane
25C11,Comrie
25C12,Crieff North
25C13,Crieff South
25C14,Strathord and Logiealmond
25C15,Strathalmond
25C16,Scone
25C17,Dunsinnan
25C18,East Carse
25C19,Central Carse
25C20,Barnhill and West Carse
25C21,Pictstonhill
25C22,North Inch
25C23,Muirton
25C24,North Muirton
25C25,Hillyland
25C26,Ruthven Park
25C27,North Letham
25C28,South Letham
25C29,Wellshill
25C30,Oakbank
25C31,Craigie
25C32,South Inch
25C33,Moncreiffe and Friarton
25C34,Earn
25C35,Auchterarder Mid Earn
25C36,Strathallan and Glendevon
25C37,Auchterarder Craig Rossie
25C38,Abernethy and Glenfarg
25C39,Milnathort and North Kinross
25C40,Kinross Town
25C41,Kinross-shire
26C01,Shortroods
26C02,St. James
26C03,Ferguslie
26C04,Linwood East
26C05,Linwood West
26C06,Brediland
26C07,Foxbar
26C08,Stanely
26C09,Glenburn South
26C10,Glenburn North
26C11,Paisley Central
26C12,Lounsdale and Millarston
26C13,Castlehead
26C14,Saucel and Hunterhill
26C15,Lochfield
26C16,Seedhill
26C17,Blackhall and Hawkhead
26C18,Gallowhill and Whitehaugh
26C19,Sandyford
26C20,Ralston
26C21,Johnstone Central
26C22,Johnstone Cochranemill
26C23,Johnstone Castle
26C24,Johnstone West
26C25,Elderslie
26C26,Blythswood
26C27,Deanside
26C28,Townhead
26C29,Arkleston and Newmains
26C30,Moorpark
26C31,Lochwinnoch and Howwood
26C32,Bridge of Weir South and Brookfield
26C33,Kilbarchan
26C34,Bridge of Weir North and Craigends
26C35,Houston and Langbank
26C36,Erskine S.E. and Inchinnan
26C37,Parkmains
26C38,Erskine Central
26C39,Erskine West
26C40,Bishopton
27C01,Sound
27C02,Clickimin
27C03,North Central
27C04,Breiwick
27C05,South Central
27C06,Harbour and Bressay
27C07,North
27C08,"Upper Sound, Gulberwick and Quarff"
27C09,Unst and Island of Fetlar
27C10,Yell
27C11,"Northmavine, Muckle Roe and Busta"
27C12,Delting West
27C13,Delting East and Lunnasting
27C14,"Nesting, Whiteness, Girlsta and Gott"
27C15,Scalloway
27C16,Whalsay/Skerries
27C17,"Sandsting, Aithsting and Weisdale"
27C18,"Walls, Sandness and Clousta"
27C19,Burra/Trondra
27C20,Cunningsburgh and Sandwick
27C21,"Sandwick, Levenwick and Bigton"
27C22,Dunrossness
28C01,Troon North
28C02,Troon West
28C03,Troon East
28C04,Troon South
28C05,Prestwick St Ninian's
28C06,Prestwick St Cuthbert's and Monkton
28C07,Prestwick St Nicholas'
28C08,Prestwick Kingcase
28C09,Prestwick Toll
28C10,Ayr Newton
28C11,Ayr Lochside
28C12,Ayr Whitletts
28C13,Ayr Craigie
28C14,Ayr Central
28C15,Ayr Fort
28C16,Ayr Old Belmont
28C17,Ayr Forehill
28C18,Ayr Masonhill
28C19,Ayr Belmont
28C20,Ayr Doonfoot and Seafield
28C21,Ayr Rozelle
28C22,Dundonald and Loans
28C23,Tarbolton Symington Craigie
28C24,Annbank Mossblown St Quivox
28C25,Coylton and Minishant
28C26,North Carrick and Maybole West
28C27,North Carrick and Maybole East
28C28,South Carrick
28C29,Girvan Ailsa
28C30,Girvan Glendoune
29C01,Lanark North
29C02,Lanark South
29C03,Lesmahagow
29C04,Blackwood
29C05,Clyde Valley
29C06,Biggar/Symington and Black Mount
29C07,Duneaton/Carmichael
29C08,Carstairs/Carnwath
29C09,Douglas
29C10,Carluke/Whitehill
29C11,Carluke/Crawforddyke
29C12,Forth
29C13,Law/Carluke
29C14,Long Calderwood
29C15,Calderglen
29C16,Blacklaw
29C17,Morrishall
29C18,Maxwellton
29C19,East Mains
29C20,West Mains
29C21,Duncanrig
29C22,Westwoodhill
29C23,Headhouse
29C24,Heatheryknowe
29C25,Greenhills
29C26,Whitehills
29C27,Hairmyres/Crosshouse
29C28,Mossneuk/Kittoch
29C29,Stewartfield
29C30,Lindsay
29C31,Avondale North
29C32,Avondale South
29C33,Blantyre West
29C34,Coatshill/Low Blantyre
29C35,Burnbank/Blantyre
29C36,High Blantyre
29C37,Hamilton Centre North
29C38,Whitehill
29C39,Bothwell South
29C40,Uddingston South/Bothwell
29C41,Uddingston
29C42,Hillhouse
29C43,Udston
29C44,Wellhall/Earnock
29C45,Earnock
29C46,Woodhead/Meikle Earnock
29C47,Hamilton Centre/Ferniegair
29C48,Low Waters
29C49,Silvertonhill
29C50,Cadzow
29C51,Dalserf
29C52,Larkhall East
29C53,Larkhall West
29C54,Larkhall South
29C55,Stonehouse
29C56,Rutherglen West
29C57,Stonelaw
29C58,Bankhead
29C59,Spittal/Blairbeth
29C60,Burgh
29C61,Cairns
29C62,Hallside
29C63,Cambuslang Central
29C64,Cathkin/Springhall
29C65,Fernhill
29C66,Kirkhill/Whitlawburn
29C67,Eastfield
30C01,Bridge of Allan
30C02,Logie
30C03,Wallace
30C04,Raploch
30C05,Town Centre
30C06,Argyll
30C07,King's Park and Cambusbarron
30C08,Torbrex
30C09,Broomridge
30C10,Borestone
30C11,Bannockburn West
30C12,Bannockburn East
30C13,Polmaise
30C14,Sauchenford
30C15,Dunblane West
30C16,Dunblane East
30C17,Highland
30C18,Teith
30C19,Trossachs
30C20,Campsies
30C21,Strathendrick
30C22,Blane Valley
31C01,St Michael's
31C02,Kingsfield
31C03,Preston
31C04,Boghall
31C05,Oatridge
31C06,Armadale West
31C07,Armadale Central
31C08,Easton
31C09,Newland
31C10,Durhamtoun
31C11,Deans
31C12,Knightsridge
31C13,Ladywell
31C14,Kirkton
31C15,Carmondean
31C16,Howden
31C17,Craigshill
31C18,Dedridge
31C19,Murieston
31C20,Polkemmet
31C21,Croftmalloch
31C22,Almond
31C23,Blackburn
31C24,Houstoun
31C25,Calderwood
31C26,Middleton
31C27,Strathbrock
31C28,Fauldhouse
31C29,Breich Valley
31C30,Limefield
31C31,East Calder
31C32,Linhouse
32C01,Port of Ness
32C02,Dell
32C03,Barvas and Arnol
32C04,Shawbost
32C05,Carloway
32C06,Uig
32C07,Gress
32C08,Coll
32C09,Blackwater
32C10,Laxdale
32C11,Coulregrein
32C12,Castle
32C13,Manor Park
32C14,Goathill
32C15,Bayhead
32C16,Newton
32C17,Plasterfield
32C18,Braighe
32C19,Knock and Bayble
32C20,Tiumpan
32C21,North Lochs
32C22,Lochs
32C23,Harris West
32C24,Harris East
32C25,Paible
32C26,Lochmaddy
32C27,North Benbecula
32C28,Eochar
32C29,Loch Eynort
32C30,Daliburgh and Eriskay
32C31,Barra and Vatersay
95AA01,Aldergrove
95AA02,Balloo
95AA03,Ballycraigy
95AA04,Clady
95AA05,Cranfield
95AA06,Crumlin
95AA07,Drumanaway
95AA08,Farranshane
95AA09,Fountain Hill
95AA10,Greystone
95AA11,Massereene
95AA12,Parkgate
95AA13,Randalstown
95AA14,Shilvodan
95AA15,Springfarm
95AA16,Steeple
95AA17,Stiles
95AA18,Templepatrick
95AA19,Toome
95BB01,Ballygowan
95BB02,Ballyrainey
95BB03,Ballywalter
95BB04,Bradshaw's Brae
95BB05,Carrowdore
95BB06,Central
95BB07,Comber East
95BB08,Comber North
95BB09,Comber West
95BB10,Donaghadee North
95BB11,Donaghadee South
95BB12,Glen
95BB13,Gregstown
95BB14,Killinchy
95BB15,Kircubbin
95BB16,Lisbane
95BB17,Loughries
95BB18,Millisle
95BB19,Movilla
95BB20,Portaferry
95BB21,Portavogie
95BB22,Scrabo
95BB23,Whitespots
95CC01,Abbey Park
95CC02,Ballymartrim
95CC03,Callan Bridge
95CC04,Carrigatuke
95CC05,Charlemont
95CC06,Demesne
95CC07,Derrynoose
95CC08,Downs
95CC09,Hamiltonsbawn
95CC10,Hockley
95CC11,Keady
95CC12,Killeen
95CC13,Killylea
95CC14,Laurelvale
95CC15,Loughgall
95CC16,Markethill
95CC17,Milford
95CC18,Observatory
95CC19,Poyntz Pass
95CC20,Rich Hill
95CC21,Tandragee
95CC22,The Mall
95DD01,Academy
95DD02,Ahoghill
95DD03,Ardeevin
95DD04,Ballee
95DD05,Ballykeel
95DD06,Ballyloughan
95DD07,Broughshane
95DD08,Castle Demesne
95DD09,Craigywarren
95DD10,Cullybackey
95DD11,Dunclug
95DD12,Dunminning
95DD13,Fair Green
95DD14,Galgorm
95DD15,Glenravel
95DD16,Glenwhirry
95DD17,Grange
95DD18,Harryville
95DD19,Kells
95DD20,Moat
95DD21,Park
95DD22,Portglenone
95DD23,Slemish
95DD24,Summerfield
95EE01,Ballyhoe and Corkey
95EE02,Benvardin
95EE03,Carnany
95EE04,Clogh Mills
95EE05,Dervock
95EE06,Dunloy
95EE07,Fairhill
95EE08,Glebe
95EE09,Killoquin Lower
95EE10,Killoquin Upper
95EE11,Knockaholet
95EE12,Newhill
95EE13,Route
95EE14,Seacon
95EE15,Stranocum
95EE16,The Vow
95FF01,Ballydown
95FF02,Ballyward
95FF03,Banbridge West
95FF04,Bannside
95FF05,Dromore North
95FF06,Dromore South
95FF07,Edenderry
95FF08,Fort
95FF09,Gilford
95FF10,Gransha
95FF11,Katesbridge
95FF12,Lawrencetown
95FF13,Loughbrickland
95FF14,Quilly
95FF15,Rathfriland
95FF16,Seapatrick
95FF17,The Cut
95GG01,Andersonstown
95GG02,Ardoyne
95GG03,Ballyhackamore
95GG04,Ballymacarrett
95GG05,Ballynafeigh
95GG06,Ballysillan
95GG07,Beechmount
95GG08,Bellevue
95GG09,Belmont
95GG10,Blackstaff
95GG11,Bloomfield
95GG12,Botanic
95GG13,Castleview
95GG14,Cavehill
95GG15,Cherryvalley
95GG16,Chichester Park
95GG17,Cliftonville
95GG18,Clonard
95GG19,Crumlin
95GG20,Duncairn
95GG21,Falls
95GG22,Falls Park
95GG23,Finaghy
95GG24,Fortwilliam
95GG25,Glen Road
95GG26,Glencairn
95GG27,Glencolin
95GG28,Highfield
95GG29,Island
95GG30,Knock
95GG31,Ladybrook
95GG32,Legoniel
95GG33,Malone
95GG34,Musgrave
95GG35,New Lodge
95GG36,Orangefield
95GG37,Ravenhill
95GG38,Rosetta
95GG39,Shaftesbury
95GG40,Shankill
95GG41,Stormont
95GG42,Stranmillis
95GG43,Sydenham
95GG44,The Mount
95GG45,Upper Malone
95GG46,Upper Springfield
95GG47,Water Works
95GG48,Whiterock
95GG49,Windsor
95GG50,Woodstock
95GG51,Woodvale
95HH01,Blackhead
95HH02,Bluefield
95HH03,Boneybefore
95HH04,Burleigh Hill
95HH05,Clipperstown
95HH06,Eden
95HH07,Gortalee
95HH08,Greenisland
95HH09,Killycrot
95HH10,Knockagh
95HH11,Love Lane
95HH12,Milebush
95HH13,Northland
95HH14,Sunnylands
95HH15,Victoria
95HH16,Whitehead
95HH17,Woodburn
95II01,Ballyhanwood
95II02,Beechill
95II03,Cairnshill
95II04,Carrowreagh
95II05,Carryduff East
95II06,Carryduff West
95II07,Cregagh
95II08,Downshire
95II09,Dundonald
95II10,Enler
95II11,Galwally
95II12,Gilnahirk
95II13,Graham's Bridge
95II14,Hillfoot
95II15,Knockbracken
95II16,Lisnasharragh
95II17,Lower Braniel
95II18,Minnowburn
95II19,Moneyreagh
95II20,Newtownbreda
95II21,Tullycarnet
95II22,Upper Braniel
95II23,Wynchurch
95JJ01,Agivey
95JJ02,Atlantic
95JJ03,Ballysally
95JJ04,Castlerock
95JJ05,Central
95JJ06,Churchland
95JJ07,Cross Glebe
95JJ08,Dundooan
95JJ09,Dunluce
95JJ10,Garvagh
95JJ11,Hopefield
95JJ12,Kilrea
95JJ13,Knocklynn
95JJ14,Macosquin
95JJ15,Mount Sandel
95JJ16,Portstewart
95JJ17,Ringsend
95JJ18,Royal Portrush
95JJ19,Strand
95JJ20,The Cuts
95JJ21,University
95JJ22,Waterside
95KK01,Ardboe
95KK02,Coagh
95KK03,Dunnamore
95KK04,Gortalowry
95KK05,Killycolpy
95KK06,Killymoon
95KK07,Lissan
95KK08,Moneymore
95KK09,Newbuildings
95KK10,Oaklands
95KK11,Oldtown
95KK12,Pomeroy
95KK13,Sandholes
95KK14,Stewartstown
95KK15,The Loop
95KK16,Tullagh
95LL01,Aghagallon
95LL02,Annagh
95LL03,Ballybay
95LL04,Ballyoran
95LL05,Bleary
95LL06,Brownstown
95LL07,Church
95LL08,Corcrain
95LL09,Court
95LL10,Derrytrasna
95LL11,Donaghcloney
95LL12,Drumgask
95LL13,Drumgor
95LL14,Drumnamoe
95LL15,Edenderry
95LL16,Kernan
95LL17,Killycomain
95LL18,Knocknashane
95LL19,Magheralin
95LL20,Mourneview
95LL21,Parklake
95LL22,Taghnevan
95LL23,Tavanagh
95LL24,The Birches
95LL25,Waringstown
95LL26,Woodville
95MM01,Altnagelvin
95MM02,Ballynashallog
95MM03,Banagher
95MM04,Beechwood
95MM05,Brandywell
95MM06,Carn Hill
95MM07,Caw
95MM08,Clondermot
95MM09,Claudy
95MM10,Creggan Central
95MM11,Creggan South
95MM12,Crevagh
95MM13,Culmore
95MM14,Ebrington
95MM15,Eglinton
95MM16,Enagh
95MM17,Foyle Springs
95MM18,Holly Mount
95MM19,Kilfennan
95MM20,Lisnagelvin
95MM21,New Buildings
95MM22,Pennyburn
95MM23,Rosemount
95MM24,Shantallow East
95MM25,Shantallow West
95MM26,Springtown
95MM27,Strand
95MM28,The Diamond
95MM29,Victoria
95MM30,Westland
95NN01,Ardglass
95NN02,Audley's Acre
95NN03,Ballymaglave
95NN04,Ballymote
95NN05,Ballynahinch East
95NN06,Castlewellan
95NN07,Cathedral
95NN08,Crossgar
95NN09,Derryboy
95NN10,Donard
95NN11,Drumaness
95NN12,Dundrum
95NN13,Dunmore
95NN14,Killough
95NN15,Killyleagh
95NN16,Kilmore
95NN17,Murlough
95NN18,Quoile
95NN19,Saintfield
95NN20,Seaforde
95NN21,Shimna
95NN22,Strangford
95NN23,Tollymore
95OO01,Altmore
95OO02,Augher
95OO03,Aughnacloy
95OO04,Ballygawley
95OO05,Ballysaggart
95OO06,Benburb
95OO07,Caledon
95OO08,Castlecaulfield
95OO09,Clogher
95OO10,Coalisland North
95OO11,Coalisland South
95OO12,Coalisland West and Newmills
95OO13,Coolhill
95OO14,Donaghmore
95OO15,Drumglass
95OO16,Fivemiletown
95OO17,Killyman
95OO18,Killymeal
95OO19,Moy
95OO20,Moygashel
95OO21,Mullaghmore
95OO22,Washing Bay
95PP01,Ballinamallard
95PP02,Belcoo and Garrison
95PP03,Belleek and Boa
95PP04,Boho Cleenish and Letterbreen
95PP05,Brookeborough
95PP06,Castlecoole
95PP07,Derrygonnelly
95PP08,Derrylin
95PP09,Devenish
95PP10,Donagh
95PP11,Erne
95PP12,Florence Court and Kinawley
95PP13,Irvinestown
95PP14,Kesh Ederney and Lack
95PP15,Lisbellaw
95PP16,Lisnarrick
95PP17,Lisnaskea
95PP18,Maquires Bridge
95PP19,Newtownbutler
95PP20,Portora
95PP21,Rosslea
95PP22,Rossorry
95PP23,Tempo
95QQ01,Antiville
95QQ02,Ballycarry
95QQ03,Ballyloran
95QQ04,Blackcave
95QQ05,Carncastle
95QQ06,Carnlough
95QQ07,Central
95QQ08,Craigy Hill
95QQ09,Gardenmore
95QQ10,Glenarm
95QQ11,Glynn
95QQ12,Harbour
95QQ13,Island Magee
95QQ14,Kilwaughter
95QQ15,Town Parks
95RR01,Aghanloo
95RR02,Ballykelly
95RR03,Coolessan
95RR04,Dungiven
95RR05,Enagh
95RR06,Feeny
95RR07,Forest
95RR08,Glack
95RR09,Gresteel
95RR10,Greystone
95RR11,Magilligan
95RR12,Rathbrady
95RR13,Roeside
95RR14,The Highlands
95RR15,Upper Glenshane
95SS01,Ballinderry
95SS02,Ballymacash
95SS03,Ballymacbrennan
95SS04,Ballymacoss
95SS05,Blaris
95SS06,Collin Glen
95SS07,Derryaghy
95SS08,Dromara
95SS09,Drumbo
95SS10,Dunmurry
95SS11,Glenavy
95SS12,Harmony Hill
95SS13,Hilden
95SS14,Hillhall
95SS15,Hillsborough
95SS16,Kilwee
95SS17,Knockmore
95SS18,Lagan Valley
95SS19,Lambeg
95SS20,Lisnagarvey
95SS21,Maghaberry
95SS22,Magheralave
95SS23,Maze
95SS24,Moira
95SS25,Old Warren
95SS26,Poleglass
95SS27,Seymour Hill
95SS28,Tonagh
95SS29,Twinbrook
95SS30,Wallace Park
95TT01,Ballymaguigan
95TT02,Bellaghy
95TT03,Castledawson
95TT04,Draperstown
95TT05,Glebe
95TT06,Gulladuff
95TT07,Knockcloghrim
95TT08,Lecumpher
95TT09,Lower Glenshane
95TT10,Maghera
95TT11,Swatragh
95TT12,Tobermore
95TT13,Town Parks East
95TT14,Town Parks West
95TT15,Upperlands
95TT16,Valley
95UU01,Armoy
95UU02,Ballylough
95UU03,Bonamargy and Rathlin
95UU04,Bushmills
95UU05,Carnmoon
95UU06,Dalriada
95UU07,Dunseverick
95UU08,Glenaan
95UU09,Glenariff
95UU10,Glendun
95UU11,Glenshesk
95UU12,Glentaisie
95UU13,Kinbane
95UU14,Knocklayd
95UU15,Moss-side and Moyarget
95VV01,Annalong
95VV02,Ballybot
95VV03,Bessbrook
95VV04,Binnian
95VV05,Burren and Kilbroney
95VV06,Camlough
95VV07,Clonallan
95VV08,Creggan
95VV09,Crossmaglen
95VV10,Daisy hill
95VV11,Derryleckagh
95VV12,Derrymore
95VV13,Donaghmore
95VV14,Drumalane
95VV15,Drumgullion
95VV16,Fathom
95VV17,Forkhill
95VV18,Kilkeel Central
95VV19,Kilkeel South
95VV20,Lisnacree
95VV21,Mayobridge
95VV22,Newtownhamilton
95VV23,Rostrevor
95VV24,Seaview
95VV25,Silver Bridge
95VV26,Spelga
95VV27,St Mary's
95VV28,St Patrick's
95VV29,Tullyhappy
95VV30,Windsor Hill
95WW01,Abbey
95WW02,Ballyclare North
95WW03,Ballyclare South
95WW04,Ballyduff
95WW05,Ballyhenry
95WW06,Ballynure
95WW07,Ballyrobert
95WW08,Burnthill
95WW09,Carnmoney
95WW10,Cloughfern
95WW11,Collinbridge
95WW12,Coole
95WW13,Doagh
95WW14,Dunanney
95WW15,Glebe
95WW16,Glengormley
95WW17,Hawthorne
95WW18,Hightown
95WW19,Jordanstown
95WW20,Mallusk
95WW21,Monkstown
95WW22,Mossley
95WW23,Rostulla
95WW24,Valley
95WW25,Whitehouse
95XX01,Ballycrochan
95XX02,Ballyholme
95XX03,Ballymaconnell
95XX04,Ballymagee
95XX05,Bangor Castle
95XX06,Bloomfield
95XX07,Broadway
95XX08,Bryansburn
95XX09,Churchill
95XX10,Clandeboye
95XX11,Conlig
95XX12,Craigavad
95XX13,Crawfordsburn
95XX14,Cultra
95XX15,Dufferin
95XX16,Groomsport
95XX17,Harbour
95XX18,Holywood Demesne
95XX19,Holywood Priory
95XX20,Loughview
95XX21,Princetown
95XX22,Rathgael
95XX23,Silverstream
95XX24,Springhill
95XX25,Whitehill
95YY01,Beragh
95YY02,Camowen
95YY03,Clanabogan
95YY04,Coolnagard
95YY05,Dergmoney
95YY06,Dromore
95YY07,Drumnakilly
95YY08,Drumquin
95YY09,Drumragh
95YY10,Fairy Water
95YY11,Fintona
95YY12,Gortin
95YY13,Gortrush
95YY14,Killyclogher
95YY15,Lisanelly
95YY16,Newtownsaville
95YY17,Owenkillew
95YY18,Sixmilecross
95YY19,Strule
95YY20,Termon
95YY21,Trillick
95ZZ01,Artigarvan
95ZZ02,Ballycolman
95ZZ03,Castlederg
95ZZ04,Clare
95ZZ05,Dunnamanagh
95ZZ06,East
95ZZ07,Finn
95ZZ08,Glenderg
95ZZ09,Newtownstewart
95ZZ10,North
95ZZ11,Plumbridge
95ZZ12,Sion Mills
